Classification,Business_Name,Title,Address,Suburb,Postcode,State,Country,Phone Number,Store Type,Year Opened,Organisation,GLA
Pharmacy,All Pharmacy,Malvern TerryWhite Chemmart Pharmacy,291-293 Unley Road Malvern SA 5061,Malvern,5061,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist Warehouse - Torrensville,156 Henley Beach Road Torrensville SA 5031,Torrensville,5031,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,APHS Pharmacy Tennyson,"506-520 South Road, KURRALTA PARK, SA,",Kurralta Park,5037,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy - Norwood,161-169 The Parade Norwood SA 5067,Norwood,5067,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy the Avenues,Payneham Road Stepney SA 5069,Stepney,2340,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Burnside Hospital Pharmacy,"120 Kensington Road, TOORAK GARDENS, SA,",Toorak Gardens,5065,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,PharmaSave Glenside Late Night Pharmacy,322 Greenhill Road Glenside SA 5065,Glenside,2211,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart Hilton,160 Sir Donald Bradman Drive Hilton SA 5033,Hilton,5033,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist Warehouse Norwood,206-208 The Parade Norwood SA 5067,Norwood,5067,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Torrensville Terrywhite Chemmart,165 Henley Beach Road Torrensville SA 5031,Mile End,5031,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Norwood Village Pharmacy,201-203 The Parade Norwood SA 5067,Norwood,2153,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Discount Chemist Outlet Torrensville,2-6 Ashwin Parade Torrensville SA 5031,Torrensville,5031,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies-Mile End,199 Henley Beach Road Mile End SA 5031,Mile End,5031,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Haddad Pharmacy Group - Kings Park,309a Goodwood Road Kings Park SA 5034,Kings Park,5163,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Green Dispensary Compounding Pharmacy,211 Payneham Road St Peters SA 5069,St Peters,5069,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,The Village Pharmacy Burnside,447 Portrush Road Glenside SA 5065,Glenside,5065,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies - Glenunga,297 Glen Osmond Road Glenunga SA 5064,Glenunga,5064,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Trinity Gardens Pharmacy,"214-216 PORTRUSH ROAD, TRINITY GARDENS, SA,",Trinity Gardens,5068,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart Walkerville,104 Walkerville Terrace Walkerville SA 5081,Walkerville,5081,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Highgate Pharmacy,432 Fullarton Road Myrtle Bank SA 5064,Highgate,5063,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart - Cumberland Park,350 Goodwood Road Cumberland Park SA 5041,Cumberland Park,5041,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Hindmarsh Pharmacy,328-334 Port Road Hindmarsh SA 5007,Hindmarsh,5007,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart Pharmacy Kurralta Park,153 Anzac Highway Kurralta Park SA 5037,Kurralta Park,5037,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Hilton Pharmacy,"147A Marion Road, RICHMOND, SA,",Richmond,5033,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies Cumberland Park,380 Goodwood Road Cumberland Park SA 5041,Cumberland Park,5165,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart Glenunga,535 Portrush Road Glenunga SA 5064,Glenunga,5064,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Collinswood Star Discount Chemist,31-37 North East Road Collinswood SA 5081,Collinswood,4804,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Marryatville Pharmacy,242-248 Kensington Road Marryatville SA 5068,Leabrook,5068,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist King Welland,53-57 Grange Road Welland SA 5007,Welland,5007,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart North Plympton,267 Marion Road Marleston SA 5033,Marleston,5033,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Star Discount Chemist Croydon,191 South Road Ridleyton SA 5008,Ridleyton,5008,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Star Discount Chemist Prospect,113 Prospect Rd Prospect SA 5082,Prospect,5082,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Linden Park Pharmacy,93 Devereux Road Linden Park SA 5065,Linden Park,5065,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies Mitcham,109 Belair Road Torrens Park SA 5062,Torrens Park,5062,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart Marden Compounding Pharmacy,6-8 Lower Portrush Road Marden SA 5070,Marden,5070,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy Mitcham,119 Belair Road Torrens Park SA 5062,Torrens Park,5062,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies-Marden,1 Lower Portrush Road Marden SA 5070,Marden,5070,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Marden Amcal Pharmacy,9 Lower Portrush Road Marden SA 5070,Marden,5070,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Prospect Medical Centre Pharmacy,188 Main North Road Prospect SA 5082,Prospect,5082,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Star Discount Chemist Welland,522 Port Road Welland SA 5007,Welland,5007,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies - Kensington Park,392 Magill Road Kensington Park SA 5068,Kensington Park,5068,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy Plympton,392 Marion Road Plympton SA 5038,Plympton,5038,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Hazelwood Park Pharmacy,537 Glynburn Road Hazelwood Park SA 5066,Hazelwood Park,5066,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Airport Pharmacy Adelaide,Andy Thomas Circuit Adelaide Airport SA 5950,Adelaide Airport,4008,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,The Green Dispensary - Kensington Gardens,361 Kensington Road Kensington Gardens SA 5068,Kensington Gardens,5068,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist King Colonel Light Gardens,501 Goodwood Road Colonel Light Gardens SA 5041,Colonel Light Gardens,4160,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Brad Jackson Pharmacy,"Shop 2, 217 Main North RoadSEFTON PARK, SA,",Sefton Park,5083,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Star Discount Chemist Firle,171 Glynburn Road Firle SA 5070,Firle,5070,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Prospect Pharmacy,211 Churchill Rd Prospect SA 5082,Prospect,5082,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Edward Street Allcare Pharmacy,161 Edward Street Melrose Park SA 5039,Melrose Park,5039,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Susan Edwards - Clinical Pharmacist,Confidential Address  Lower Mitcham SA 5062,Colonel Light Gardens,5041,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Customcare Pharmacy SA,392 Henley Beach Road Lockleys SA 5032,Lockleys,5032,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy Firle,151 Glynburn Road Firle SA 5070,Firle,3844,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy - Northpark Plaza,264 Main North Road Prospect SA 5082,Prospect,5082,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies - Sefton Park,225-239 Main North Road Sefton Park SA 5083,Sefton Park,5083,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist Warehouse Sefton Park,225-239 Main North Road Sefton Park SA 5083,Sefton Park,5083,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Star Discount Chemist Northpark,262 Main North Road Prospect SA 5082,Prospect,4504,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Infinity Custom Pharmaceuticals,127 Glynburn Road Glynde SA 5070,Glynde,5070,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Star Discount Chemist Tranmere,152 Glynburn Road Tranmere SA 5073,Tranmere,5073,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Warnecke Plympton Park Pharmacy,486 Marion Road Plympton Park SA 5038,Plympton Park,5038,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Blooms The Chemist Castle Plaza,992 South Road Edwardstown SA 5039,Edwardstown,5039,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist King - Hectorville,84 Glynburn Road Hectorville SA 5073,Hectorville,5073,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart South Plympton,531 Marion Road South Plympton SA 5038,South Plympton,7172,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,ProHealthCare - Beverley,678 Port Road Beverley SA 5009,Beverley,5009,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Glynde Corner Pharmacy,471 Payneham Road Felixstow SA 5070,Felixstow,5070,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Croydon FamilyCare Pharmacy,113-131 Days Road Croydon Park SA 5008,Croydon Park,3136,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemistsavers Hampstead Gardens,"Shop 5-6, 259 North East RoadHAMPSTEAD GARDENS, SA,",Hampstead Gardens,5086,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies Findon,303 Grange Road Findon SA 5023,Findon,5023,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,David Terrace Pharmacy,S6 David Terrace Kilkenny SA 5009,Kilkenny,5011,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Wattle Park Pharmacy,460-470 Kensington Road Wattle Park SA 5066,Wattle Park,5066,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart Novar Gardens,126 Morphett Road Novar Gardens SA 5040,Novar Gardens,5040,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Star Discount Chemist - Magill,587-591 Magill Road Magill SA 5072,Magill,4507,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist King Klemzig,278 North East Road Klemzig SA 5087,Klemzig,5087,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Plympton Discount Pharmacy,625 Marion Road South Plympton SA 5038,South Plympton,5038,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies - Ascot Park,"629 MARION ROAD, ASCOT PARK, SA,",Park Holme,5043,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy Churchill Centre,400 Churchill Road Kilburn SA 5084,Kilburn,5084,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Priceline Pharmacy Greenacres,", Greenacres S/m Cnr Muller And North East Rds Greenacres SA 5086",Greenacres,5086,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Findon Rightprice Pharmacy,125 Findon Road Findon SA 5023,Woodville South,5023,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,National Pharmacies-Greenacres,132 Muller Road Greenacres SA 5086,Greenacres,5086,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,TerryWhite Chemmart Findon,186-200 Findon Road Findon SA 5023,Findon,3078,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Chemist Warehouse Kilburn,400 Prospect Road Kilburn SA 5084,Kilburn,5084,South Australia,Australia,,,,,
Pharmacy,All Pharmacy,Kidman Park Pharmacy,376 Grange Road Kidman Park SA 5025,Kidman Park,5025,South Australia,Australia,,,,,
Pharmacy,Amcal,Amcal+ Pharmacy Marden,"Marden Shopping Centre, 9-21 Lower Portrush Road, Marden SA 5070",Marden,5070,South Australia,Australia,,,,,
Pharmacy,Blooms The Chemist,Castle Plaza,"Shop 4-7 Castle Plaza Shopping Centre, 992 South Road, Edwardstown",Edwardstown,5039,South Australia,Australia,,,,,
Pharmacy,Chemist King,CHEMIST KING FREWVILLE,177 Glen Osmond Road,Frewville,5063,South Australia,Australia,,,,,
Pharmacy,Chemist King,CHEMIST KING WELLAND,53 Grange Road,Welland,5007,South Australia,Australia,,,,,
Pharmacy,Chemist King,CHEMIST KING COLONEL LIGHT GARDENS,501 Goodwood Road,Colonel Light Gardens,5041,South Australia,Australia,,,,,
Pharmacy,Chemist King,CHEMIST KING HECTORVILLE,84 Glynburn Road,Hectorville,5073,South Australia,Australia,,,,,
Pharmacy,Chemist King,Klemzig (SA),"280 North East Road, Klemzig, SA, Australia",Klemzig,5087,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Adelaide Gouger Street,Ground Floor 57A Gouger Street,Adelaide,5000,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Gawler Place Adelaide,Shop T40 & T41 City Cross Arcade Shopping Centre,Adelaide,5000,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Adelaide Myer Centre,MCA#720 T023 Myer Centre 22 to 24 Rundle Mall,Adelaide,5000,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Adelaide - Pulteney Street,160 Rundle Mall,Adelaide,5000,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Ashford,62 - 64 Maple Avenue,Forestville,5035,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Torrensville,156 Henley Beach Rd,Torrensville,5031,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Norwood,206 to 208 The Parade,Norwood,5067,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Sefton Plaza,Shop 8 to 10 Sefton Plaza 225 to 239 Main North Road,Sefton Park,5083,South Australia,Australia,,,,,
Pharmacy,Chemist Warehouse,Chemist Warehouse Kilburn,400 Prospect Rd,Kilburn,5084,South Australia,Australia,,,,,
Pharmacy,Chemsave,Customcare Compounding Pharmacy Lockleys (Chemsave),"392 Henley Beach Rd, South Australia",Lockleys,5032,South Australia,Australia,,,,,
Pharmacy,Direct Chemist Outlet,DIRECT CHEMIST OUTLET TORRENSVILLE,"SHOP 33, 2 ASHWIN PARADE",Torrensville,5031,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Adelaide,52 Gawler Place,Adelaide,5000,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Adelaide – Optical,"Lower Ground Floor, 52 Gawler Place, Adelaide, SA, 5000",Adelaide,5000,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,North Adelaide,56 O'connell Street,North Adelaide,5006,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,North Adelaide – Optical,"76-78 O'Connell St, North Adelaide SA 5006, Australia",North Adelaide,5006,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Norwood – Optical,"158 The Parade, Norwood, SA, 5067",Norwood,5067,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Norwood,156 The Parade,Norwood,5067,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Torrensville – Optical,"190 Henley Beach Road, Torrensville, SA, 5031",Torrensville,5031,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Cumberland Park,380 Goodwood Road,Cumberland Park,5041,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Cumberland Park – Optical,"380 Goodwood Road, Cumberland Park, SA, 5041",Cumberland Park,5041,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Mitcham,109 Belair Road,Hawthorn,5062,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Marden,1 Lower Portrush Road,Marden,5070,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Marden – Optical,"Shop F, Cnr Lower Portrush & Payneham Road, Marden, SA, 5070",Marden,5070,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Glenunga – Optical,"297 Glen Osmond Road, Glenunga, SA, 5064",Myrtle Bank,5064,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Glenunga,297 Glen Osmond Road,Myrtle Bank,5064,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Kensington Park,392 Magill Road,Kensington Park,5068,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Findon,"303 Grange Road, Findon SA 5023, Australia",Findon,5023,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Findon – Optical,"Findon Shopping Centre, 303 Grange Road, Findon, SA, 5023",Findon,5023,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Greenacres,The Greenacres Shopping Centre,Hampstead Gardens,5086,South Australia,Australia,,,,,
Pharmacy,National Pharmacies,Ascot Park,Ascot Park Shopping Centre,Park Holme,5043,South Australia,Australia,,,,,
Pharmacy,Pharmacist Advice,Haddad Unley Pharmacist Advice,"166 Unley Road, Unley, SA, Australia",Unley,5061,South Australia,Australia,,,,,
Pharmacy,Pharmacist Advice,Trinity Gardens Pharmacist Advice,"214-216 Portrush Road TRINITY GARDENS, SA 5068",Trinity Gardens,5068,South Australia,Australia,,,,,
Pharmacy,Pharmacist Advice,Prospect Medical Centre Pharmacy Pharmacist Advice,"188 Main North Rd  PROSPECT,  SA 5082",Prospect,5082,South Australia,Australia,,,,,
Pharmacy,Pharmacist Advice,Findon Rightprice Pharmacy Pharmacist Advice,"125 Findon Road  FINDON,  SA 5023",Findon,5023,South Australia,Australia,,,,,
Pharmacy,Pharmacy Locations,Chemist Warehouse Gawler Place | 229,"1 Market Plaza Food Court, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Circle on Cavill  Chempro Chemist,
Pharmacy,Pharmacy Locations,Chemist Warehouse - Central Market | 186,"29 Gouger Street, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Priceline Pharmacy Caboolture North,
Pharmacy,Pharmacy Locations,Centre Pharmacy - Central Market Arcade | 185,"41-43 Market Plaza Arcade, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Optimal Pharmacy Plus - Beechboro,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart Market Plaza Pharmacy | 2016,"58-60 Market Plaza Arcade, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,East Killara Pharmacy,
Pharmacy,Pharmacy Locations,Priceline Pharmacy - Gawler Place | 3653,"28 James Place, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Hardings 24 Hour Pharmacy Annerley,
Pharmacy,Pharmacy Locations,Superpharmacy | 3422,"9 Peel Street, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Medipharmacy Discount Chemist,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart - Rundle Place | 1468,"LOT 100 Rundle Mall, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Ramsay Pharmacy Highett,
Pharmacy,Pharmacy Locations,Midnight Pharmacy | 2730,"192-198 Wakefield Street, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Douglas Pharmacy,
Pharmacy,Pharmacy Locations,National Pharmacies-Adelaide | 3610,"52 Gawler Place, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Carrum Pharmacy,
Pharmacy,Pharmacy Locations,Adelaide Discount Pharmacy | 3420,"12 Rundle Mall, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Chemist Warehouse - Clayton,
Pharmacy,Pharmacy Locations,Chemist Warehouse - The Myer Centre | 1051,"14-38 Rundle Mall, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,The Meadow Mews Pharmacy,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart Rundle Mall | 2551,"141-159 Rundle Mall, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,David Lowe Pharmacy,
Pharmacy,Pharmacy Locations,Chemist Warehouse - Rundle Mall | 1279,"100 Rundle Mall, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Michael's Compounding Pharmacy Hurstville,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart Hutt Street | 2729,"192 Hutt Street, Adelaide, SA, Australia",Adelaide,5000,South Australia,Australia,,,,Chemsave - The Entrance,
Pharmacy,Pharmacy Locations,Chemist King Wayville | 3454,"LOT 18 Goodwood Road, Wayville, SA, Australia",Wayville,5034,South Australia,Australia,,,,Chemist Warehouse - Bendigo,
Pharmacy,Pharmacy Locations,Haddad Pharmacy Group - Unley | 2597,"148-152 Unley Road, Unley, SA, Australia",Unley,5061,South Australia,Australia,,,,Rosalie Village Pharmacy,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart Unley | 2812,"204 Unley Road, Unley, SA, Australia",Unley,5061,South Australia,Australia,,,,Tuckers Compounding Pharmacy,
Pharmacy,Pharmacy Locations,National Pharmacies-North Adelaide | 3643,"109A Archer Street, North Adelaide, SA, Australia",North Adelaide,5006,South Australia,Australia,,,,LURNEA PHARMACY,
Pharmacy,Pharmacy Locations,Melbourne Street Pharmacy | 2596,"150-160 Melbourne Street, North Adelaide, SA, Australia",North Adelaide,5006,South Australia,Australia,,,,Acland Court Priceline Pharmacy,
Pharmacy,Pharmacy Locations,Jeff Ramsey Compounding Pharmacy | 1671,"61-83 O'connell Street, North Adelaide, SA, Australia",North Adelaide,5006,South Australia,Australia,,,,Greg's Discount Chemist,
Pharmacy,Pharmacy Locations,Goodwood Pharmacy | 2525,"1 Surrey Street, Goodwood, SA, Australia",Goodwood,5034,South Australia,Australia,,,,Chemist Warehouse Campbellfield DC,
Pharmacy,Pharmacy Locations,Pharmworld Compounding Pharmacy | 2584,"158 King William Road, Hyde Park, SA, Australia",Hyde Park,5061,South Australia,Australia,,,,Wonthaggi Amcal Pharmacy,
Pharmacy,Pharmacy Locations,South Road Pharmacy | 2906,"232 South Road, Mile End, SA, Australia",Mile End,5031,South Australia,Australia,,,,Terry White Chemmart - Sandy Bay,
Pharmacy,Pharmacy Locations,HPS Pharmacies - Ashford | 1282,"29-33 Alexander Avenue, Ashford, SA, Australia",Ashford,5035,South Australia,Australia,,,,Chemist Warehouse - Rundle Mall,
Pharmacy,Pharmacy Locations,HPS Pharmacies - Ashford Hospital | 31,"47-55 Anzac Highway, Ashford, SA, Australia",Ashford,5035,South Australia,Australia,,,,HPS Pharmacies - Ashford Hospital,
Pharmacy,Pharmacy Locations,Dulwich Pharmacy | 2480,"14 Stuart Road, Dulwich, SA, Australia",Dulwich,5065,South Australia,Australia,,,,Wellers Hill Pharmacy,
Pharmacy,Pharmacy Locations,Chemist King - Frewville | 382,"177 Glen Osmond Road, Frewville, SA, Australia",Frewville,5063,South Australia,Australia,,,,Ramsay Pharmacy Peninsula Private Hospital,
Pharmacy,Pharmacy Locations,Terry White Chemmart Norwood | 2313,"112 The Parade, Norwood, SA, Australia",Norwood,5067,South Australia,Australia,,,,My Chemist Hobart,
Pharmacy,Pharmacy Locations,Arkaba Priceline Pharmacy | 23,"180 Glen Osmond Road, Fullarton, SA, Australia",Fullarton,5063,South Australia,Australia,,,,Arkaba Priceline Pharmacy,
Pharmacy,Pharmacy Locations,National Pharmacies-Norwood | 2570,"156 The Parade, Norwood, SA, Australia",Norwood,5067,South Australia,Australia,,,,TC Plus Pharmacy and Diabetes Centre,
Pharmacy,Pharmacy Locations,Malvern TerryWhite Chemmart Pharmacy | 579,"287-295 Unley Road, Malvern, SA, Australia",Malvern,5061,South Australia,Australia,,,,Pharmacy 777 Maddington,
Pharmacy,Pharmacy Locations,Chemist Warehouse - Torrensville | 2568,"156 Henley Beach Road, Torrensville, SA, Australia",Torrensville,5031,South Australia,Australia,,,,Mitchell And O'Hara Amcal Pharmacy,
Pharmacy,Pharmacy Locations,Icon Cancer Centre Adelaide - Pharmacy | 1266,"506-520 South Road, Kurralta Park, SA, Australia",Kurralta Park,5037,South Australia,Australia,,,,Priceline Pharmacy - South Yarra,
Pharmacy,Pharmacy Locations,Priceline Pharmacy - Norwood | 1476,"167 The Parade, Norwood, SA, Australia",Norwood,5067,South Australia,Australia,,,,Priceline Pharmacy Tahmoor,
Pharmacy,Pharmacy Locations,Priceline Pharmacy the Avenues | 40,"LOT 301 Nelson Street, Stepney, SA, Australia",Stepney,5069,South Australia,Australia,,,,Australia Fair Chempro Pharmacy,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart Hilton | 444,"160 Sir Donald Bradman Drive, Hilton, SA, Australia",Hilton,5033,South Australia,Australia,,,,Priceline Pharmacy Highpoint,
Pharmacy,Pharmacy Locations,Glenside Pharmacy | 3177,"322 Greenhill Road, Glenside, SA, Australia",Glenside,5065,South Australia,Australia,,,,Chemist Warehouse - Frankston,
Pharmacy,Pharmacy Locations,Torrensville Terrywhite Chemmart | 2617,"153W-165 Henley Beach Road, Mile End, SA, Australia",Mile End,5031,South Australia,Australia,,,,Belgrave Community Pharmacy,
Pharmacy,Pharmacy Locations,Chemist Warehouse Norwood | 2823,"206-208 The Parade, Norwood, SA, Australia",Norwood,5067,South Australia,Australia,,,,Star Discount Chemist Marion,
Pharmacy,Pharmacy Locations,Norwood Village Pharmacy | 2800,"203 The Parade, Norwood, SA, Australia",Norwood,5067,South Australia,Australia,,,,Amelia Heights Pharmacy,
Pharmacy,Pharmacy Locations,National Pharmacies-Mile End | 2753,"197 Henley Beach Road, Mile End, SA, Australia",Mile End,5031,South Australia,Australia,,,,Lilydale Pharmacy,
Pharmacy,Pharmacy Locations,Haddad Pharmacy Group - Kings Park | 3140,"309A Goodwood Road, Kings Park, SA, Australia",Kings Park,5034,South Australia,Australia,,,,Vinapharm Chemist Marrickville,
Pharmacy,Pharmacy Locations,Green Dispensary Compounding Pharmacy | 2844,"219 Payneham Road, St Peters, SA, Australia",St Peters,5069,South Australia,Australia,,,,Terrywhite Chemmart - Richmond,
Pharmacy,Pharmacy Locations,The Village Pharmacy Burnside | 1471,"12-12A Sydney Street, Glenside, SA, Australia",Glenside,5065,South Australia,Australia,,,,TerryWhite Chemmart - Rundle Place,
Pharmacy,Pharmacy Locations,National Pharmacies - Glenunga | 3095,"297 Glen Osmond Road, Glenunga, SA, Australia",Glenunga,5064,South Australia,Australia,,,,Discount Drug Stores - Castle Hill,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart Walkerville | 1441,"104 Walkerville Terrace, Walkerville, SA, Australia",Walkerville,5081,South Australia,Australia,,,,Chemist Warehouse - Neutral Bay,
Pharmacy,Pharmacy Locations,Highgate Day and Night Pharmacy | 3458,"445-449 Fullarton Road, Highgate, SA, Australia",Highgate,5063,South Australia,Australia,,,,Kuoch Chemist,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart - Cumberland Park | 1904,"350 Goodwood Road, Cumberland Park, SA, Australia",Cumberland Park,5041,South Australia,Australia,,,,Wanda Beach Pharmacy,
Pharmacy,Pharmacy Locations,TerryWhite Chemmart Pharmacy Kurralta Park | 1866,"153 Anzac Highway, Kurralta Park, SA, Australia",Kurralta Park,5037,South Australia,Australia,,,,Orange Grove Road Pharmacy,
Pharmacy,Pharmacy Locations,National Pharmacies - Cumberland Park | 3348,"380-382 Goodwood Road, Cumberland Park, SA, Australia",Cumberland Park,5041,South Australia,Australia,,,,TerryWhite Chemmart - Upwey,
