"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Description","Organisation","GLA","Centre Size","Number of GP's","Phone Number"
"Pharmacy","All Pharmacy","Pharmacy 4 Less Burnie","35-37 Mount Street Burnie TAS 7320","Burnie","7320","Tasmania","Australia","127.78","","","","","",""
"Pharmacy","All Pharmacy","Burnie Plaza Pharmacy","24 Mount Street Burnie TAS 7320","Burnie","4670","Tasmania","Australia","127.78","","","","","",""
"Pharmacy","All Pharmacy","Wilkinsons Pharmacy","14 Wilson Street Burnie TAS 7320","Burnie","7320","Tasmania","Australia","127.79","","","","","",""
"Pharmacy","All Pharmacy","Branxholm Pharmacy","12 Scott Street, BRANXHOLM, TAS,","Branxholm","7261","Tasmania","Australia","127.92","","","","","",""
"Pharmacy","All Pharmacy","CYGNET PHARMACY","43 Mary Street Cygnet TAS 7112","Cygnet","7112","Tasmania","Australia","129.35","","","","","",""
"Pharmacy","All Pharmacy","Southern Swan Pharmacy","12 Mary Street Cygnet TAS 7112","Cygnet","7112","Tasmania","Australia","129.57","","","","","",""
"Pharmacy","All Pharmacy","Yolla Community Pharmacy","1553 Murchison Highway Yolla TAS 7325","Yokine","7325","Tasmania","Australia","130.05","","","","","",""
"Pharmacy","All Pharmacy","Terry White Chemmart - Burnie","56 Bass Highway Cooee TAS 7320","Cooee","7320","Tasmania","Australia","130.1","","","","","",""
"Pharmacy","All Pharmacy","St Marys Pharmacy","44 Main Street St Marys TAS 7215","St Marys","7215","Tasmania","Australia","131.62","","","","","",""
"Pharmacy","All Pharmacy","Pharmacist Advice - Somerset","33 Falmouth Street Somerset TAS 7322","Somerset","4521","Tasmania","Australia","131.99","","","","","",""
"Pharmacy","All Pharmacy","Bicheno Pharmacy","57b Burgess Street Bicheno TAS 7215","Bicheno","7215","Tasmania","Australia","132.46","","","","","",""
"Pharmacy","All Pharmacy","DIXON'S PHARMACY","112 Goldie Street Wynyard TAS 7325","Wynyard","7325","Tasmania","Australia","141.8","","","","","",""
"Pharmacy","All Pharmacy","Healthpoint Pharmacy - Wynyard","8a Inglis Street Wynyard TAS 7325","Wynyard","7325","Tasmania","Australia","141.92","","","","","",""
"Pharmacy","All Pharmacy","Scamander Pharmacy","94 Scamander Avenue Scamander TAS 7215","Scamander","7215","Tasmania","Australia","143.59","","","","","",""
"Pharmacy","All Pharmacy","DOVER PHARMACY","Station Road Dover TAS 7117","Dover","3206","Tasmania","Australia","144.82","","","","","",""
"Pharmacy","All Pharmacy","Tasman Pharmacy","1628 Main Road Nubeena TAS 7184","Nubeena","4420","Tasmania","Australia","145.74","","","","","",""
"Pharmacy","All Pharmacy","Bruny Island Pharmacy","3895 Bruny Island Main Road Alonnah TAS 7150","Brunswick West","7150","Tasmania","Australia","149.62","","","","","",""
"Pharmacy","All Pharmacy","St Helens Pharmacy","36 Cecilia Street St Helens TAS 7216","St Helens","7216","Tasmania","Australia","149.68","","","","","",""
"Pharmacy","All Pharmacy","Good Shepherd Pharmacy - Stanley","17 Church Street Stanley TAS 7331","Stanley","7331","Tasmania","Australia","183.93","","","","","",""
"Pharmacy","All Pharmacy","WELLS WRAGG PHARMACY","142 Nelson Street Smithton TAS 7330","Smithton","3196","Tasmania","Australia","187.15","","","","","",""
"Pharmacy","All Pharmacy","Smithton Pharmacy","18 King Street Smithton TAS 7330","Smithton","7330","Tasmania","Australia","187.2","","","","","",""
"Pharmacy","All Pharmacy","Ochre Medical Centre - Flinders Island","4 James Street Whitemark TAS 7255","Ocean Shores","3226","Tasmania","Australia","238.41","","","","","",""
"Pharmacy","All Pharmacy","Flinders Island Pharmacy","9 Lagoon Road Whitemark TAS 7255","Homebush West","7255","Tasmania","Australia","238.59","","","","","",""
"Pharmacy","Amcal","Amcal Pharmacy Newstead","165A Elphin Road, Newstead, TAS, Australia","Newstead","7250","Tasmania","Australia","74.95","","","","","",""
"Pharmacy","Amcal","Amcal Pharmacy Newstead","165A Elphin Road, Newstead, TAS, Australia","Newstead","7250","Tasmania","Australia","74.95","","","","","",""
"Pharmacy","Amcal","Amcal Exeter Pharmacy","51 Main Road, Exeter, TAS, Australia","Exeter","7275","Tasmania","Australia","83.23","","","","","",""
"Pharmacy","Amcal","Amcal Pharmacy New Norfolk","53 High Street","New Norfolk","7140","Tasmania","Australia","88.44","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Shearwater","Shops 6-9 11 Poyston Drive, Shearwater TAS 7307","Shearwater","7307","Tasmania","Australia","97.5","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Devonport","80 Best Street, Devonport VIC 7310","Devonport","7310","Tasmania","Australia","99.21","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Rosetta","502 Main Road, Montrose TAS 7010","Montrose","7010","Tasmania","Australia","99.53","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Derwent Park","254 Main Road, Derwent Park TAS 7009","Derwent Park","7009","Tasmania","Australia","101.45","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Lenah Valley","106 Augusta Road, Lenah Valley TAS 7008","Lenah Valley","7008","Tasmania","Australia","104.7","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Elizabeth St North Hobart","384 Elizabeth Street, North Hobart TAS 7000","North Hobart","7000","Tasmania","Australia","106.13","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Howrah - Wentworth","178 Clarence Street, Howrah TAS 7018","Bellerive","7018","Tasmania","Australia","109.24","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Howrah - Shoreline","6 Shoreline Drive, Shoreline Shopping Centre, Howrah TAS 7018","Howrah","7018","Tasmania","Australia","110.29","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Bayside (TAS)","638 Sandy Bay Road, Sandy Bay TAS 7005","Sandy Bay","7005","Tasmania","Australia","111.53","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Scottsdale - Galloway's","15 King Street, Scottsdale TAS 7260","Scottsdale","7260","Tasmania","Australia","117.23","","","","","",""
"Pharmacy","Amcal","Amcal+ Pharmacy Dixon's Wynyard","112 Goldie Street, Wynyard TAS 7325","Wynyard","7325","Tasmania","Australia","141.79","","","","","",""
"Pharmacy","Blooms The Chemist","New Norfolk","6 High Street, New Norfolk, TAS, Australia","New Norfolk","7140","Tasmania","Australia","88.46","","","","","",""
"Pharmacy","Blooms The Chemist","Glenorchy","Shop 14, Glenorchy Shopping Centre, Eady St, Glenorchy TAS 7010","Glenorchy","7010","Tasmania","Australia","100.94","","","","","",""
"Pharmacy","Blooms The Chemist","Hobart","71 Bathurst St, Hobart TAS 7000, Australia","Hobart","7000","Tasmania","Australia","107.18","","","","","",""
"Pharmacy","Blooms The Chemist","Huonville","161 Main Street, Huonville-Ranelagh, TAS, Australia","Huonville-Ranelagh","7109","Tasmania","Australia","113.8","","","","","",""
"Pharmacy","Blooms The Chemist","Huonville Arcade","13-17 Main Street, Huonville-Ranelagh, TAS, Australia","Huonville-Ranelagh","7109","Tasmania","Australia","114.91","","","","","",""
"Pharmacy","Blooms The Chemist","St Helens","40-42 Cecilia Street, St Helens, TAS, Australia","St Helens","7216","Tasmania","Australia","149.69","","","","","",""
"Pharmacy","Capital Chemist","Capital Chemist Hobart","Nipaluna Country 4/232-242 Liverpool St Hobart TAS 7000","Hobart","7000","Tasmania","Australia","107.59","","","","","",""
"Pharmacy","Chemist Discount Centre","Chemist Discount Centre Devonport","45A Oldaker Street, Devonport, TAS, Australia","Devonport","7310","Tasmania","Australia","99.25","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse South Launceston","98 Wellington Street","Launceston","7250","Tasmania","Australia","73.84","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Launceston","112a 116 Charles St","Launceston","7250","Tasmania","Australia","74.24","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Racecourse Launceston","1 to 3 Innes Street","Launceston","7250","Tasmania","Australia","75.54","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Mowbray","Shop 8 25 Vermont Road","Mowbray","7248","Tasmania","Australia","77.47","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Newnham","Shop 1   77 Georgetown Road","Newnham","7248","Tasmania","Australia","78.69","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Northgate Shopping Centre","Shop G046 Northgate SC 387 to 393 Main Rd","Glenorchy","7010","Tasmania","Australia","100.5","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Glenorchy","4 Eady Street","Glenorchy","7010","Tasmania","Australia","100.88","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Moonah","38 to 74 Main Road","Moonah","7009","Tasmania","Australia","102.74","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse New Town TAS","Shop 10 Centro New Town Plaza 1 Risdon Rd","New Town","7008","Tasmania","Australia","104.35","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Lindisfarne","36 Lincoln st Lindisfarne","Lindisfarne","7015","Tasmania","Australia","105.73","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse North Hobart","Shop 5  346 to 352 Elizabeth Street","North Hobart","7000","Tasmania","Australia","106.25","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Hobart","144 Murray St","Hobart","7000","Tasmania","Australia","107.27","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Rosny","Tenancy B   27 Bligh Street","Rosny Park","7018","Tasmania","Australia","107.42","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Hobart City Centre","34 to 36 Cnr Elizabeth and Collins Street","Hobart","7000","Tasmania","Australia","107.54","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Eastlands Shopping Centre","Shop G017 Eastlands Shopping centre 26 Bligh st","Rosny Park","7018","Tasmania","Australia","107.62","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Salamanca","Ground Floor 16 Montpelier Retreat","Battery Point","7004","Tasmania","Australia","108.16","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Sandy Bay","Tenancy 2   201 to 205 Sandy Bay Road","Sandy Bay","7005","Tasmania","Australia","108.72","","","","","",""
"Pharmacy","Chemist Warehouse","Chemist Warehouse Sorell","2 Gordon St","Sorell","7172","Tasmania","Australia","108.94","","","","","",""
"Pharmacy","Discount Drug Store","Discount Drug Store Legana","3 Legana Grove, Legana, TAS, Australia","Legana","7277","Tasmania","Australia","78.72","","","","","",""
"Pharmacy","Discount Drug Store","Discount Drug Store Rokeby","46 South Arm Rd, Rokeby TAS 7019","Rokeby","7019","Tasmania","Australia","114.23","","","","","",""
"Pharmacy","Good Price Pharmacy Warehouse","Devonport","39-41 Rooke Street, Devonport, 7310, Tasmania","Devonport","7310","Tasmania","Australia","98.76","","","","","",""
"Pharmacy","Good Price Pharmacy Warehouse","GOOD PRICE PHARMACY WAREHOUSE HOBART","Shop 9, Wellington Centre 42-44 Argyle Street  Hobart TAS 7000","Hobart","7000","Tasmania","Australia","107.36","","","","","",""
"Pharmacy","Good Price Pharmacy Warehouse","GOOD PRICE PHARMACY WAREHOUSE CAMBRIDGE","Shop A3 Harvey Norman Centre (Cambridge Park) 66 Kennedy Drive Cambridge TAS 7170","Cambridge","7170","Tasmania","Australia","108.73","","","","","",""
"Pharmacy","Good Price Pharmacy Warehouse","Kingston","3/14, Channel Highway, Kingston TAS 7050","Kingston","7050","Tasmania","Australia","116.08","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Deloraine","Shop 1, Ground Floor 15 Meander Valley Road","Deloraine","7304","Tasmania","Australia","56.17","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Prospect - Olde Tudor","Olde Tudor Shopping Complex 201 Westbury Road","Prospect","7250","Tasmania","Australia","71.24","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Summerhill","176 Peel Street","Summerhill","7250","Tasmania","Australia","71.24","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Launceston - Fitzpatrick's","231 Charles Street","Launceston","7250","Tasmania","Australia","74.06","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy New Norfolk","6 High Street","New Norfolk","7140","Tasmania","Australia","88.47","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Montrose - Rosetta","502 Main Road","Montrose","7010","Tasmania","Australia","99.51","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Lenah Valley","106 Augusta Road","Lenah Valley","7008","Tasmania","Australia","104.68","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Bellerive Quay","46 Cambridge Raod","Bellerive","7018","Tasmania","Australia","108.32","","","","","",""
"Pharmacy","Guardian Pharmacy","Guardian Pharmacy Smithton","18 King Street","Smithton","7330","Tasmania","Australia","187.19","","","","","",""
"Pharmacy","HealthSAVE Pharmacy","healthSAVE Youngtown Pharmacy","369 Hobart Road","Youngtown","7249","Tasmania","Australia","70.98","","","","","",""
"Pharmacy","MediAdvice Pharmacy","Turnbulls Pharmacy","57 Main Street, Sheffield, TAS, Australia","Sheffield","7306","Tasmania","Australia","78.79","","","","","",""
"Pharmacy","Pharmacist Advice","Olde Tudor Pharmacist Advice","201 Westbury Road  Prospect,  TAS 7250","Prospect","7250","Tasmania","Australia","71.22","","","","","",""
"Pharmacy","Pharmacist Advice","Summerhill Pharmacist Advice","176 Peel Street West  Summerhill,  TAS 7250","Summerhill","7250","Tasmania","Australia","71.24","","","","","",""
"Pharmacy","Pharmacist Advice","Fitzpatrick&#39;s Pharmacist Advice","231 Charles Street  Launceston,  TAS 7250","Launceston","7250","Tasmania","Australia","74.06","","","","","",""
"Pharmacy","Pharmacist Advice","Somerset Pharmacist Advice","33 Falmouth Street SOMERSET, TAS 7322","Somerset","7322","Tasmania","Australia","131.98","","","","","",""
"Pharmacy","Pharmacy Locations","WESTBURY PHARMACY | 3978","82A Meander Valley Road, Westbury, TS, Australia","Westbury","7303","Tasmania","Australia","56.6","Closed Sundays and public holidays.

Services available include: Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, Needle and Syringe, Return of Unwanted Medicines Program","Bondi Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","TerryWhite Chemmart - Prospect Vale | 1508","350-364 Jardine Crescent, Prospect Vale, TS, Australia","Prospect Vale","7250","Tasmania","Australia","69.72","","PharmaSave Eastgardens Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","YOUNGTOWN PHARMACY | 3315","369 Hobart Road, Youngtown, TS, Australia","Youngtown","7249","Tasmania","Australia","70.98","Closed Sunday and Public Holidays.","Bell St Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","OLDE TUDOR PHARMACY | 2739","209 Westbury Road, Prospect, TS, Australia","Prospect","7250","Tasmania","Australia","71.2","Services available include: Absence from Work Certificates, Blood Glucose Testing, Community Health Education/Promotion, Diabetes Management Support, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, ProjectSTOP, Residential Medication Management Review, Return of Unwanted Medicines Program, Smoking Cessation, Weight Management Support","Priceline Pharmacy Neutral Bay","","","",""
"Pharmacy","Pharmacy Locations","SUMMERHILL PHARMACY | 2658","176 Peel Street West, Summerhill, TS, Australia","Summerhill","7250","Tasmania","Australia","71.24","Services available include: Absence from Work Certificates, Blood Glucose Testing, Community Health Education/Promotion, Diabetes Management Support, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, ProjectSTOP, Residential Medication Management Review, Return of Unwanted Medicines Program, Smoking Cessation, Weight Management Support","Derby Street Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","The Meadow Mews Pharmacy | 1048","102-106 Hobart Road, Kings Meadows, TS, Australia","Kings Meadows","7249","Tasmania","Australia","72.4","Services available include: Dose Administration Aids (eg. Blister Packs), Home Medicines Review, Medicine Information, ProjectSTOP, Return of Unwanted Medicines Program","Chemist Warehouse - Nowra Junction Street","","","",""
"Pharmacy","Pharmacy Locations","Kings Meadows Discount Pharmacy | 2428","133 Hobart Road, Kings Meadows, TS, Australia","Kings Meadows","7249","Tasmania","Australia","72.47","Please note that opening hours on public holidays vary, plesae call before attending.","Lairds Healthcare Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Epic Pharmacy - Kings Meadows | 4016","84-84A Hobart Road, Kings Meadows, TS, Australia","Kings Meadows","7249","Tasmania","Australia","72.58","","Priceline Pharmacy Port Pirie","","","",""
"Pharmacy","Pharmacy Locations","Health Hub Capital Chemist | 1261","247A Wellington Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","73.41","","Downtown MediAdvice Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse South Launceston | 4121","98 Wellington Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","73.85","Public holiday availability may vary - Please call prior to visiting.","Pharmasave - West Ryde","","","",""
"Pharmacy","Pharmacy Locations","TREVALLYN PHARMACY | 2792","20 Gorge Road, Trevallyn, TS, Australia","Trevallyn","7250","Tasmania","Australia","73.95","Services available include: Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, Residential Medication Management Review, Return of Unwanted Medicines Program","Advantage Pharmacy Claremont","","","",""
"Pharmacy","Pharmacy Locations","FITZPATRICK'S PHARMACY | 2903","227-229 Charles Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","74.07","Services available include: Community Health Education/Promotion, Compounding Services, Home Delivery Services (Individuals in Community), Smoking Cessation","Caboolture Super Clinic","","","",""
"Pharmacy","Pharmacy Locations","CHEMIST WAREHOUSE - LAUNCESTON | 2288","114 Charles Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","74.25","","U Pharmacy Malvern Hill","","","",""
"Pharmacy","Pharmacy Locations","Hatton and Laws Pharmacy | 2209","102-104 Charles Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","74.27","Services available include: Absence from Work Certificates, Blood Glucose Testing, Blood Pressure Monitoring, Complementary Health Therapies, Diabetes Management Support, Dose Administration Aids (eg. Blister Packs), Home Medicines Review, Medicine Information, Needle and Syringe, Other (please specify), Return of Unwanted Medicines Program, Sleep Apnoea Support, Smoking Cessation, Weight Management Support","Star Discount Chemist Glenelg","","","",""
"Pharmacy","Pharmacy Locations","HPS Pharmacies Launceston | 146","170 George Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","74.33","Closed Public Holidays.","Priceline Pharmacy Cairnlea","","","",""
"Pharmacy","Pharmacy Locations","Better Health Pharmacy Launceston | 3829","68 Brisbane Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","74.6","Public holiday hours vary - Please call prior to visiting.","Fraz Family Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","CITY CAPITAL CHEMIST | 3012","27-29 Brisbane Street, East Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","74.92","Services available include: Absence from Work Certificates, Blood Pressure Monitoring, Compliance and New-to-Therapy services, Compounding Services, Continence Support, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, MedsCheck, National Diabetes Services Scheme (NDSS) Access Point, Needle and Syringe, Opioid Treatment (ODT) Services, Prescription Management Support, ProjectSTOP, Residential Management Medication Review QUM, Residential Medication Management Review, Return of Unwanted Medicines Program, Staged Supply, Weight Management Support.","Georges Pharmacy Campsie","","","",""
"Pharmacy","Pharmacy Locations","NEWSTEAD CAPITAL CHEMIST | 2624","165 Elphin Road, Newstead, TS, Australia","Newstead","7250","Tasmania","Australia","74.96","","Seaton Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Riverside Capital Chemist | 823","300-310 West Tamar Road, Riverside, TS, Australia","Riverside","7250","Tasmania","Australia","75.47","Services available include: Blood Glucose Testing, Blood Pressure Monitoring, Community Health Education/Promotion, Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Smoking Cessation, vaccinations and document certification","Priceline Pharmacy Riverlink","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse - Racecourse Launceston | 2157","1-3 Innes Street, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","75.52","","Alimonakis Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Priceline Pharmacy -  Launceston Plaza | 1315","15 Racecourse Crescent, Launceston, TS, Australia","Launceston","7250","Tasmania","Australia","75.61","Pharmacy closed Good Friday.","Skyline Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Mowray Capital Chemist | 3398","2A Invermay Road, Invermay, TS, Australia","Invermay","7248","Tasmania","Australia","75.61","","South West Rocks Pharmacist Advice","","","",""
"Pharmacy","Pharmacy Locations","WINDSOR CAPITAL CHEMIST | 2172","432 West Tamar Road, Riverside, TS, Australia","Riverside","7250","Tasmania","Australia","76.36","Closed weekends and public holidays.","Stansbury Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","CHEMIST WAREHOUSE - MOWBRAY | 1987","28 Vermont Road, Mowbray, TS, Australia","Mowbray","7248","Tasmania","Australia","77.4","","Parfrey Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","TerryWhite Chemmart Ravenswood | 2775","2 Prossers Forest Road, Ravenswood, TS, Australia","Ravenswood","7250","Tasmania","Australia","77.72","Closed Sundays and public holidays.

Services available include: Blood Pressure Monitoring, Community Health Education/Promotion, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe","East Blaxland Community Pharmacy & Post","","","",""
"Pharmacy","Pharmacy Locations","Amcal Max - Legana | 552","8 Legana Grove, Legana, TS, Australia","Legana","7277","Tasmania","Australia","78.57","Services available include: Asthma Management, Blood Glucose Testing, Cholesterol Testing, Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, Mother & Infant Services (Baby Clinic), Residential Medication Management Review, Return of Unwanted Medicines Program, Smoking Cessation, Travel Health Services.","TerryWhite Chemmart - Northend","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse Newnham | 1418","77 George Town Road, Newnham, TS, Australia","Newnham","7248","Tasmania","Australia","78.76","","Gunning Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Railton Pharmacy | 3200","33 Foster Street, Railton, TS, Australia","Railton","7305","Tasmania","Australia","79.5","","Quality Pharmacy - Brighton","","","",""
"Pharmacy","Pharmacy Locations","Exeter Capital Pharmacy | 3598","51 Main Road, Exeter, TS, Australia","Exeter","7275","Tasmania","Australia","83.23","Services available include: Bone Density Testing, Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Medicine Information, Opioid Treatment (ODT) Services, ProjectSTOP, Return of Unwanted Medicines Program, Smoking Cessation, Weight Management Support","Quality Pharmacy - Mitcham","","","",""
"Pharmacy","Pharmacy Locations","West Tamar Pharmacy | 2511","144 Weld Street, Beaconsfield, TS, Australia","Beaconsfield","7270","Tasmania","Australia","92.47","Services available include: Community Health Education/Promotion, Distance Supply, Health Aids & Equipment, Needle and Syringe","Chemist Warehouse Kangaroo Flat","","","",""
"Pharmacy","Pharmacy Locations","Claremont Plaza Advantage Pharmacy | 1664","35 Main Road, Claremont, TS, Australia","Claremont","7011","Tasmania","Australia","95.72","Services available include: Community Health Education/Promotion, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, ProjectSTOP, Residential Medication Management Review, Return of Unwanted Medicines Program, Smoking Cessation, Weight Management Support","Chemist Warehouse Niddrie","","","",""
"Pharmacy","Pharmacy Locations","CLAREMONT PHARMACY | 2474","10-12 Box Hill Road, Claremont, TS, Australia","Claremont","7011","Tasmania","Australia","95.72","Services available include: Absence from Work Certificates, Asthma Management, Blood Glucose Testing, Blood Pressure Monitoring, Cholesterol Testing, Compliance and New-to-Therapy services, Dose Administration Aids (eg. Blister Packs), Home Delivery Services (Individuals in Community), Home Medicines Review, Minor Ailments Support, Needle and Syringe, Opioid Treatment (ODT) Services.

Closed Sundays and Public Holidays.","Eureka Medical Centre Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Queenstown Medical Union Pharmacy | 2484","16 Orr Street, Queenstown, TS, Australia","Queenstown","7467","Tasmania","Australia","95.96","","Allan Lee Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","LILYDALE PHARMACY | 2749","1979 Main Road, Lilydale, TS, Australia","Lilydale","7268","Tasmania","Australia","96.04","Closed weekends and Public Holidays","PharmaSave Cranbourne Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","CHIGWELL PHARMACY | 1576","2 Bucaan Street, Chigwell, TS, Australia","Chigwell","7011","Tasmania","Australia","97.25","Closed public holidays.","Bellevue Hill Discount Chemist","","","",""
"Pharmacy","Pharmacy Locations","Richmond Pharmacy | 2989","25B Bridge Street, Richmond, TS, Australia","Richmond","7025","Tasmania","Australia","98.53","","Strachans Day Night Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","ROSETTA PHARMACY | 3586","500 Main Road, Montrose, TS, Australia","Montrose","7010","Tasmania","Australia","99.54","Services available include: Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe, Opioid Treatment (ODT) Services, Smoking Cessation","Keiraville Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse Northgate | 698","387-391 Main Road, Glenorchy, TS, Australia","Glenorchy","7010","Tasmania","Australia","100.46","","Blooms The Chemist - Northbridge","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse - Glenorchy | 3330","3 Peltro Street, Glenorchy, TS, Australia","Glenorchy","7010","Tasmania","Australia","100.64","","TerryWhite Chemmart - Nuriootpa","","","",""
"Pharmacy","Pharmacy Locations","ELIZABETH HOPE PRICELINE PHARMACY - GLENORCHY | 3263","346 Main Road, Glenorchy, TS, Australia","Glenorchy","7010","Tasmania","Australia","100.81","","North Melbourne Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Glenorchy Central Pharmacy | 194","10 Eady Street, Glenorchy, TS, Australia","Glenorchy","7010","Tasmania","Australia","100.91","","Kilkenny Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Rosebery Pharmacy | 3843","7 Agnes Street, Rosebery, TS, Australia","Rosebery","7470","Tasmania","Australia","101.22","","Lowe's Amcal Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Derwent Park Amcal Pharmacy | 2979","256A Main Road, Derwent Park, TS, Australia","Derwent Park","7009","Tasmania","Australia","101.44","","Punchbowl Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","RISDON VALE PHARMACY | 1612","38 Sugarloaf Road, Risdon Vale, TS, Australia","Risdon Vale","7016","Tasmania","Australia","101.72","Services available include: Community Health Education/Promotion, Compounding Services, Dose Administration Aids (eg. Blister Packs), Health Aids & Equipment, Home Delivery Services (Individuals in Community), Home Medicines Review, Needle and Syringe, Opioid Treatment (ODT) Services","Biloela Discount Chemist","","","",""
"Pharmacy","Pharmacy Locations","FRIENDLY CARE Advantage - MOONAH | 3807","67 Hopkins Street, Moonah, TS, Australia","Moonah","7009","Tasmania","Australia","102.7","","Glengala Road Pharmacy","","","",""
"Pharmacy","Pharmacy Locations","Chemist Warehouse Moonah | 3963","78 Main Road, Moonah, TS, Australia","Moonah","7009","Tasmania","Australia","102.77","","Chemist Warehouse Fairfield NSW","","","",""
