"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Centre Size","Number of GP's","Phone Number"
"Clinical Services","All Medical Centres","SIA Medical Centre","Croydon Medical Centre, Level 1, 21-23 Maroondah Highway, Croydon VIC 3136","Croydon","3136","Victoria","Australia","1727.52","Small","4","(03) 9723 0358"
"Clinical Services","All Medical Centres","Highett","5 Beaumaris Parade, Highett VIC 3190","Highett","3190","Victoria","Australia","1727.53","Small","1","(03) 7034 7009"
"Clinical Services","All Medical Centres","CQ Family GP","Shop 4, 287-289 Richardson Road, Kawana QLD 4701","Kawana","4701","Queensland","Australia","1727.58","Small","1","(07) 4928 4514"
"Clinical Services","All Medical Centres","Glenmount Medical Clinic","598 High Street Road, Glen Waverley VIC 3150","Glen Waverley","3028","Victoria","Australia","1727.6","Small","4","(03) 9802 9101"
"Clinical Services","All Medical Centres","Glen Waverley","598 High Street Road, Glen Waverley VIC 3150","Glen Waverley","3028","Victoria","Australia","1727.6","Small","1","(03) 9802 9101"
"Clinical Services","All Medical Centres","The Community Doctor Medical Centre","366 Maroondah Highway, Ringwood VIC 3134","Ringwood East","3134","Victoria","Australia","1727.61","Small","2","(03) 7068 5808"
"Clinical Services","All Medical Centres","Viewpoint Medical Centre","7 View Point Drive, Chirnside Park VIC 3116","Coburg","3116","Victoria","Australia","1727.66","Small","3","(03) 9727 4677"
"Clinical Services","All Medical Centres","Nepean Health Care","1104 Nepean Highway, Highett VIC 3190","Highett","3190","Victoria","Australia","1727.67","Large","16","(03) 9555 1000"
"Clinical Services","All Medical Centres","Nepean Family Medical Centre","320 South Road, Hampton East VIC 3188","Highett","3190","Victoria","Australia","1727.68","Small","1","(03) 9553 4777"
"Clinical Services","All Medical Centres","Wantirna Road Medical Centre","21 Wantirna Road, Ringwood VIC 3134","Ringwood","3134","Victoria","Australia","1727.7","Small","2","(03) 9870 6666"
"Clinical Services","All Medical Centres","St Leonards Surgery","17 McLeod Street, St Leonards VIC 3223","St Leonards","3223","Victoria","Australia","1727.72","Small","2","(03) 5257 1960"
"Clinical Services","All Medical Centres","Highett GP Clinic","1110 Nepean Highway, Highett VIC 3190","Highett","3190","Victoria","Australia","1727.72","Small","1","(03) 9555 4422"
"Clinical Services","All Medical Centres","Kaizen Clinic Oakleigh South","350 Warrigal Road, Oakleigh South VIC 3167","Oakleigh South","3165","Victoria","Australia","1727.76","Small","3","(03) 9570 5791"
"Clinical Services","All Medical Centres","Mandalay Medical Centre","RS1A, Cnr Bruce Highway & Yaamba Road, Rockhampton QLD 4700","Berserker","4701","Queensland","Australia","1727.8","Midsized","8","(07) 4937 6111"
"Clinical Services","All Medical Centres","Family Medical Practice","655 Warrigal Road, Bentleigh East VIC 3165","Bentleigh East","3165","Victoria","Australia","1727.81","Small","1","(03) 9570 1135"
"Clinical Services","All Medical Centres","CQ Medicentre Northside","Shop 8 Northside Plaza Shopping Centre, 222-228 Musgrave Street, North Rockhampton QLD 4701","Berserker","4701","Queensland","Australia","1727.93","Midsized","6","(07) 4927 7611"
"Clinical Services","All Medical Centres","Croydon Family Practice","24-26 Dorset Road, Croydon VIC 3136","Croydon","3136","Victoria","Australia","1727.94","Midsized","5","(03) 9213 7000"
"Clinical Services","All Medical Centres","Northside Plaza Medical Centre","Shop 8, 222-228 Musgrave Street, Berserker QLD 4701","Berserker","4701","Queensland","Australia","1727.97","Small","1","(07) 4927 7611"
"Clinical Services","All Medical Centres","Medical for Everybody","Shop 3, 282 Maroondah Highway, Chirnside Park VIC 3116","Templestowe Lower","3107","Victoria","Australia","1728.1","Midsized","6","(03) 8727 0000"
"Clinical Services","All Medical Centres","Scotvale Medical Centre","Shop 4, Red Hill Homemaker Centre, 414 Yaamba Road, Norman Gardens QLD 4701","Norman Gardens","4701","Queensland","Australia","1728.13","Small","3","(07) 4928 7008"
"Clinical Services","All Medical Centres","Next Practice Black Rock","29 Bluff Road, Black Rock VIC 3193","Black Rock","3193","Victoria","Australia","1728.13","Small","1","(03) 8202 3000"
"Clinical Services","All Medical Centres","The Village GP Black Rock","29 Bluff Road, Black Rock VIC 3193","Black Rock","3193","Victoria","Australia","1728.14","Midsized","7","(03) 8202 3000"
"Clinical Services","All Medical Centres","Vermont South Health Care Clinic","Suite 4, 509B Burwood Highway, Vermont South VIC 3133","Vermont South","3133","Victoria","Australia","1728.15","Small","1","(03) 9886 4644"
"Clinical Services","All Medical Centres","Drs Balon & Pan","513 Burwood Highway, Vermont South VIC 3133","Vermont South","3133","Victoria","Australia","1728.19","Small","2","(03) 9803 1911"
"Clinical Services","All Medical Centres","Family Practice at Glenmore","Shop 5, 309 Farm Street, North Rockhampton QLD 4701","Norman Gardens","4701","Queensland","Australia","1728.2","Small","2","(07) 4928 3000"
"Clinical Services","All Medical Centres","Mt Archer Medical Centre","84 High Street,, North Rockhampton QLD 4701","Berserker","4701","Queensland","Australia","1728.25","Small","2","(07) 4928 6977"
"Clinical Services","All Medical Centres","Bidgerdii Community Health","162 Bolsover Street, Rockhampton QLD 4700","Berserker","4701","Queensland","Australia","1728.29","Small","1","(07) 4930 4600"
"Clinical Services","All Medical Centres","Waverley General Practice","370 Blackburn Road, Glen Waverley VIC 3150","Glen Waverley","3791","Victoria","Australia","1728.3","Small","3","(03) 9802 8155"
"Clinical Services","All Medical Centres","Maroondah Health Care Medical Centre","106 Mount Dandenong Road, Ringwood East VIC 3135","Ringwood East","3135","Victoria","Australia","1728.32","Small","1","(03) 9870 4700"
"Clinical Services","All Medical Centres","CQ Doctors Berserker","115 Elphinstone St, Berserker QLD 4701","Berserker","4701","Queensland","Australia","1728.37","Small","4","(07) 4928 5877"
"Clinical Services","All Medical Centres","CQ Doctors Parkhurst","Shop 25  Parkhurst Town Centre, 810-818 Yaamba Rd, Parkhurst QLD 4702","Parkhurst","4702","Queensland","Australia","1728.43","Small","4","1300 273 627"
"Clinical Services","All Medical Centres","East Ringwood Clinic","110-112 Railway Avenue, Ringwood East VIC 3135","Ringwood East","3135","Victoria","Australia","1728.6","Midsized","7","(03) 9870 4455"
"Clinical Services","All Medical Centres","Glen Waverley","Shop Mm015 G 235 Springvale Rd, Glen Waverley VIC 3150","Glen Waverley","3161","Victoria","Australia","1728.6","Small","1","(03) 8290 0228"
"Clinical Services","All Medical Centres","Highett Medical & Dental Centre","1209 -1215 Nepean Hwy, Highett VIC 3190","Highett","3192","Victoria","Australia","1728.6","Small","1","(03) 8523 9000"
"Clinical Services","All Medical Centres","Sunspot Skin Cancer Clinic","Unit 2, 148 Chesterville Road, Cheltenham VIC 3192","Cheltenham","3192","Victoria","Australia","1728.62","Small","1","(03) 9584 9511"
"Clinical Services","All Medical Centres","Australian Skin Cancer Clinic","Unit 2, 148 Chesterville Road, Cheltenham VIC 3192","Cheltenham","3192","Victoria","Australia","1728.62","Small","3","(03) 9556 8800"
"Clinical Services","All Medical Centres","The Glen Superclinic","Ground Floor, The Glen Shopping Centre, 235 Springvale Road, Glen Waverley VIC 3150","Glen Waverley","3161","Victoria","Australia","1728.63","Small","2","(03) 8290 0228"
"Clinical Services","All Medical Centres","Molespot Skin Cancer Clinic","108 Railway Avenue, Ringwood East VIC 3135","Ringwood East","3135","Victoria","Australia","1728.64","Small","1","(03) 8813 0699"
"Clinical Services","All Medical Centres","Waverley Family Healthcare","58 Pinewood Drive, Mount Waverley VIC 3149","Mount Waverley","3150","Victoria","Australia","1728.66","Midsized","9","(03) 9802 8000"
"Clinical Services","All Medical Centres","Mount Waverley","401 Blackburn Road, Mount Waverley VIC 3149","Mount Waverley","3150","Victoria","Australia","1728.66","Small","2","(03) 9802 8000"
"Clinical Services","All Medical Centres","Mount Waverley","58 Pinewood Drive, Mount Waverley VIC 3149","Mount Waverley","3150","Victoria","Australia","1728.67","Small","1","(03) 9802 8000"
"Clinical Services","All Medical Centres","MyHealth The Glen","Shop L-022 The Glen, 235 Springvale Road, Glen Waverley VIC 3150","Glen Waverley","3161","Victoria","Australia","1728.68","Small","1","(03) 8813 0504"
"Clinical Services","All Medical Centres","Glen Waverley","Tenancy Mm015 Gf The Glen Shopping Ce, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1728.7","Small","2","(03) 8290 0228"
"Clinical Services","All Medical Centres","Corpus Christie Aged Care","80 Clayton Road, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1728.73","Small","1","(03) 9542 6500"
"Clinical Services","All Medical Centres","Cambridge Medical Centre","2 Cambridge Drive, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1728.78","Small","1","(03) 9886 1077"
"Clinical Services","All Medical Centres","HealthMint Medical Centre","Croydon Central Shopping Centre, 5-15 Kent Avenue, Croydon VIC 3136","Croydon","3136","Victoria","Australia","1728.78","Small","3","(03) 8777 0666"
"Clinical Services","All Medical Centres","Ezyhealth Cosmetic Skin and Body Clinic","216 Springvale Road, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1728.79","Small","1","(03) 9802 2791"
"Clinical Services","All Medical Centres","Glen Waverley","235 Springvale Road, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1728.79","Small","2","(03) 8290 0246"
"Clinical Services","All Medical Centres","Ringwood Medical Health Centre","173 Wantirna Rd, Ringwood VIC 3134","Heathmont","3134","Victoria","Australia","1728.8","Small","2","(03) 9879 1688"
"Clinical Services","All Medical Centres","Cheltenham","Shop 2051 1239 Nepean Highway, Cheltenham VIC 3192","Cheltenham","3192","Victoria","Australia","1728.83","Small","1","(03) 8080 1380"
"Clinical Services","All Medical Centres","MyHealth","Westfield Southland Shop 2062A, 1239 Nepean Hwy, Cheltenham VIC 3192","Cheltenham","3175","Victoria","Australia","1728.85","Small","3","(03) 8080 1380"
"Clinical Services","All Medical Centres","Wicklow Avenue Medical Centre","65-67 Wicklow Avenue, Croydon VIC 3136","Croydon","3136","Victoria","Australia","1728.86","Midsized","10","(03) 9725 1244"
"Clinical Services","All Medical Centres","The Laser Therapy Centre","244 Springvale Road, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1729.02","Small","1","(03) 9886 6330"
"Clinical Services","All Medical Centres","Waverly Medical Centre","244 Springvale Road, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1729.02","Small","2","(03) 9814 9999"
"Clinical Services","All Medical Centres","Croydon Medical Centre","88/90 Main Street, Croydon VIC 3136","Croydon","3136","Victoria","Australia","1729.03","Small","4","(03) 9723 4195"
"Clinical Services","All Medical Centres","Ultra Health Care","1160 Nepean Hwy, Cheltenham VIC 3192","Cheltenham","3175","Victoria","Australia","1729.07","Midsized","6","(03) 9584 8433"
"Clinical Services","All Medical Centres","Coldstream Family Practice","Shop 7, 670-672 Maroondah Highway, Near IGA (Foodworks), Coldstream, Coldstream VIC 3770","Reservoir","3770","Victoria","Australia","1729.13","Small","1","(03) 9739 0201"
"Clinical Services","All Medical Centres","Lifecare Croydon Sports Medicine Centre","Suite 4, 1A Lusher Road, Cnr of Mt. Dandenong Road, Croydon VIC 3136","Croydon","3136","Victoria","Australia","1729.19","Small","1","(03) 4062 3930"
"Clinical Services","All Medical Centres","Southland Medical Centre","50 Chesterville Road, Cheltenham VIC 3192","Cheltenham","3175","Victoria","Australia","1729.21","Midsized","6","(03) 9584 9504"
"Clinical Services","All Medical Centres","Bayside Skin Cancer and Medical Clinic","467 Balcombe Road, Beaumaris VIC 3193","Beaumaris","3193","Victoria","Australia","1729.23","Small","4","(03) 9589 5266"
"Clinical Services","All Medical Centres","Victoria Crescent Medical Centre","533 Blackburn Road, Mount Waverley VIC 3149","Mount Waverley","3149","Victoria","Australia","1729.27","Small","3","(03) 9005 6001"
"Clinical Services","All Medical Centres","Vermont Medical Clinic","Suite 1.02, 645-647 Burwood Hwy, Vermont South VIC 3133","Vermont South","3152","Victoria","Australia","1729.29","Midsized","8","(03) 9874 2422"
"Clinical Services","All Medical Centres","Clarinda Medical Centre","1180 Centre Road, Clayton South VIC 3169","Clarinda","3168","Victoria","Australia","1729.35","Small","2","(03) 8555 1001"
"Clinical Services","All Medical Centres","Horizon Doctors","65 Bayswater Road, Croydon VIC 3136","Croydon","3136","Victoria","Australia","1729.36","Small","1","(03) 9123 0060"
"Clinical Services","All Medical Centres","North Rockhampton Medical Centre","158 Kerrigan Street, North Rockhampton QLD 4701","Frenchville","4701","Queensland","Australia","1729.52","Small","3","(07) 4926 9199"
"Clinical Services","All Medical Centres","Oakdale Medical Centre","1295 Centre Road, Oakleigh South VIC 3167","Oakleigh South","3167","Victoria","Australia","1729.52","Small","1","(03) 9544 9099"
"Clinical Services","All Medical Centres","Heathmont Medical Centre","103 Canterbury Road, Heathmont VIC 3135","Heathmont","3135","Victoria","Australia","1729.53","Small","1","(03) 9729 4041"
"Clinical Services","All Medical Centres","Appletree Hill Medical Centre","888 High Street Road, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1729.55","Small","3","(03) 9803 5494"
"Clinical Services","All Medical Centres","Eastfield Medical Centre","Shop 2, 111 Bayswater Road, Croydon South VIC 3136","Croydon South","3136","Victoria","Australia","1729.61","Small","1","(03) 9725 6611"
"Clinical Services","All Medical Centres","National Skin Cancer Centre","245 Clayton Road, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1729.62","Small","2","(03) 8513 0303"
"Clinical Services","All Medical Centres","Bayside Family Medical","1220 Nepean Highway, Cheltenham VIC 3192","Cheltenham","3192","Victoria","Australia","1729.64","Midsized","8","(03) 9583 1630"
"Clinical Services","All Medical Centres","Medi 7 Clayton","255 Clayton Road, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1729.67","Midsized","10","(03) 9013 9795"
"Clinical Services","All Medical Centres","Heathmont General Practice","220 Canterbury Road, Heathmont VIC 3135","Heathmont","3135","Victoria","Australia","1729.73","Midsized","9","(03) 9720 9000"
"Clinical Services","All Medical Centres","Back, Neck and Joint","Monash House, Ground Floor, 271 Clayton Road, Clayton VIC 3168","Clayton","3165","Victoria","Australia","1729.77","Small","1","(03) 9854 4000"
"Clinical Services","All Medical Centres","Qualitas Medical Practice","Monash House, 271 Clayton Road, Clayton VIC 3168","Clayton","3165","Victoria","Australia","1729.77","Midsized","6","(03) 9544 8333"
"Clinical Services","All Medical Centres","Lilydale Doctors","116 Main Street, Lilydale VIC 3140","Lilydale","3140","Victoria","Australia","1729.81","Small","3","(03) 9088 8177"
"Clinical Services","All Medical Centres","Revita Medical and Skin Clinic","Shop 4a, 1297 Nepean Highway, Cheltenham VIC 3192","Cheltenham","3192","Victoria","Australia","1729.82","Midsized","5","(03) 8555 3855"
"Clinical Services","All Medical Centres","Glen Waverley","400 Springvale Road, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1729.85","Small","1","(03) 9560 8595"
"Clinical Services","All Medical Centres","The Medical Practice","705 Waverley Road, Glen Waverley VIC 3150","Glen Waverley","3150","Victoria","Australia","1729.87","Small","1","(03) 9560 9473"
"Clinical Services","All Medical Centres","Medi 7 Mooroolbark","35 Manchester Road, Mooroolbark VIC 3138","Mooroolbark","3138","Victoria","Australia","1729.9","Small","4","(03) 9013 9793"
"Clinical Services","All Medical Centres","Mooroolbark Medical Centre","19 Manchester Road, Mooroolbark VIC 3138","Mooroolbark","3138","Victoria","Australia","1729.98","Midsized","9","(03) 8803 5700"
"Clinical Services","All Medical Centres","Dunstan Dental & Medical","31 Dunstan Street, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1730.03","Small","2","(03) 9544 5993"
"Clinical Services","All Medical Centres","Monash Doctors Surgery","1361 Centre Rd, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1730.03","Small","2","(03) 9562 9222"
"Clinical Services","All Medical Centres","Doctors On Centre","1371 Centre Road, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1730.1","Small","4","(03) 9543 5966"
"Clinical Services","All Medical Centres","Clayton","1371 Centre Road, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1730.1","Small","1","(03) 9543 5966"
"Clinical Services","All Medical Centres","Beaumaris Medical Centre","29-31 North Concourse, Beaumaris VIC 3193","Beaumaris","3193","Victoria","Australia","1730.13","Large","12","(03) 9589 4559"
"Clinical Services","All Medical Centres","Eastlink Family Medical","303 Mountain Highway, Wantirna VIC 3152","Wantirna","3152","Victoria","Australia","1730.14","Small","2","(03) 9088 8822"
"Clinical Services","All Medical Centres","Main Street Medical","289 Main Street, Lilydale VIC 3140","Lilydale","3140","Victoria","Australia","1730.16","Midsized","9","(03) 9739 3830"
"Clinical Services","All Medical Centres","Lilydale Medical Clinic","3 / 33 Hutchinson Street, Lilydale VIC 3140","Lilydale","3140","Victoria","Australia","1730.17","Midsized","8","(03) 9739 6111"
"Clinical Services","All Medical Centres","Medifirst Family Clinic","1381 Centre Road, Clayton VIC 3168","Clayton","3168","Victoria","Australia","1730.18","Small","2","(03) 9544 2658"
"Clinical Services","All Medical Centres","Lilydale Medical Centre","351 Main Street, Lilydale VIC 3140","Lilydale","3106","Victoria","Australia","1730.28","Large","11","(03) 9735 7777"
"Clinical Services","All Medical Centres","Seaview Family Medical Centre","119 Cromer Road, Beaumaris VIC 3193","Beaumaris","3193","Victoria","Australia","1730.28","Small","4","(03) 9584 4444"
"Clinical Services","All Medical Centres","Wantirna Mall Clinic","621 Boronia Road, Wantirna VIC 3152","Wantirna","3131","Victoria","Australia","1730.33","Large","14","(03) 9738 0009"
"Clinical Services","All Medical Centres","Alevia Medical Weight Loss","374 Mountain Highway, Wantirna VIC 3152","Wantirna","3152","Victoria","Australia","1730.46","Midsized","5","(03) 9344 1322"
"Clinical Services","All Medical Centres","Mooroolbark Family Medical Centre","108 Brice Avenue, Mooroolbark VIC 3138","Mooroolbark","3138","Victoria","Australia","1730.47","Midsized","10","(03) 9727 0588"
"Clinical Services","All Medical Centres","MoleScope","256 Hull Road, Mooroolbark VIC 3138","Mooroolbark","3138","Victoria","Australia","1730.48","Small","4","(03) 9725 3003"
"Clinical Services","All Medical Centres","Point Lonsdale Medical Group","4 Nelson Road, Point Lonsdale VIC 3225","Point Lonsdale","3225","Victoria","Australia","1730.73","Large","19","(03) 5258 0888"
"Clinical Services","All Medical Centres","Mediclinic Medical Centre","Unit 25, 14-26 Audsley Street, Clayton South VIC 3169","Clayton","3169","Victoria","Australia","1730.77","Midsized","5","(03) 9544 1555"
"Clinical Services","All Medical Centres","Clayton South","Factory 25 14-26 Audsley Street, Clayton South VIC 3169","Clayton","3169","Victoria","Australia","1730.77","Small","1","(03) 9544 1555"
"Clinical Services","All Medical Centres","Bourke Road Family Medical Practice","166 Bourke Road, Clarinda VIC 3169","Clarinda","3174","Victoria","Australia","1730.78","Small","2","(03) 8731 0584"
"Clinical Services","All Medical Centres","Wantirna Medical Clinic","103 Harold Street, Wantirna VIC 3152","Wantirna","3181","Victoria","Australia","1730.87","Midsized","8","(03) 9800 2088"
"Clinical Services","All Medical Centres","Cheltenham Medical Centre","145 Centre Dandenong Road, Cheltenham VIC 3192","Cheltenham","3192","Victoria","Australia","1730.88","Midsized","6","(03) 9584 3055"
"Clinical Services","All Medical Centres","OzSkinScan Skin Cancer Clinic","Suite 1A, 147 Centre Dandenong Road, Cheltenham VIC 3192","Cheltenham","3192","Victoria","Australia","1730.89","Small","1","(03) 8555 4486"
"Clinical Services","All Medical Centres","Clayton","2107 Dandenong Road, Clayton VIC 3168","Clayton","3165","Victoria","Australia","1730.95","Small","1","(03) 8842 3834"
"Clinical Services","All Medical Centres","MyHealth","Shop T.50A Mezzanine Level, M-City, 2107-2125 Dandenong Road, Clayton VIC 3168","Clayton","3165","Victoria","Australia","1730.96","Small","2","(03) 8842 3834"
"Clinical Services","All Medical Centres","Brandon Park","580 Ferntree Gully Rd, Brandon Park VIC 3150","Wheelers Hill","3168","Victoria","Australia","1730.97","Small","1","(03) 9574 7932"
"Clinical Services","All Medical Centres","Mount Medical Centre","506 Mountain Highway, Wantirna VIC 3152","Wantirna","3015","Victoria","Australia","1730.98","Small","2","(03) 8682 8891"
"Clinical Services","All Medical Centres","Churinga Medical Centre","465 Mount Dandenong Road, Kilsyth VIC 3137","Kilsyth","3137","Victoria","Australia","1730.98","Midsized","5","(03) 9722 9888"
"Clinical Services","All Medical Centres","Brandon Park Medical Centre","Shop 116, Cnr Springvale & Ferntree Gully Road, Wheelers Hill VIC 3150","Wheelers Hill","3186","Victoria","Australia","1731.0","Small","3","(03) 9560 4455"
"Clinical Services","All Medical Centres","Beaumaris Bay Medical Clinic","21 Keys Street, Beaumaris VIC 3193","Beaumaris","3193","Victoria","Australia","1731.01","Small","3","(03) 9589 7788"
"Clinical Services","All Medical Centres","Merrindale Medical Centre","516 Dorset Road, Croydon South VIC 3136","Croydon South","3002","Victoria","Australia","1731.04","Small","1","(03) 9725 1866"
"Clinical Services","All Medical Centres","Knox General Practice and Family Medicine","4, 538 Mountain Highway, Bayswater VIC 3153","Bayswater","3153","Victoria","Australia","1731.04","Small","2","(03) 9100 3130"
"Clinical Services","All Medical Centres","Kilsyth Doctors","471 Mount Dandenong Road, Kilsyth VIC 3137","Kilsyth","5291","Victoria","Australia","1731.06","Small","4","(03) 9725 5444"
"Clinical Services","All Medical Centres","Lakeside Medical Clinic","2-4 Alfred Road, Lilydale VIC 3140","Lilydale","3140","Victoria","Australia","1731.07","Midsized","8","(03) 9739 7211"
"Clinical Services","All Medical Centres","Doctors at Brandon Park","Shop 024, Brandon Park Shopping Center, Wheelers Hill VIC 3150","Wheelers Hill","3150","Victoria","Australia","1731.11","Small","2","(03) 9574 7932"
"Clinical Services","All Medical Centres","Chroma Dermatology","Unit G2, 6 Nexus Court, Mulgrave VIC 3170","Mulgrave","3170","Victoria","Australia","1731.13","Small","1","(03) 8560 6946"
"Clinical Services","All Medical Centres","Wantirna South Medical Centre","97 Cathies Lane, Wantirna South VIC 3152","Wantirna South","3152","Victoria","Australia","1731.2","Midsized","7","(03) 9800 2774"
"Clinical Services","All Medical Centres","Kilsyth Medical Centre","Shop 8-9, 518-520 Mt Dandenong Road, Kilsyth VIC 3137","Kilsyth","3137","Victoria","Australia","1731.24","Small","1","(03) 7019 5585"
"Clinical Services","All Medical Centres","St Marys Family Medical","531 Mount Dandenong Road, Kilsyth VIC 3137","Kilsyth","3137","Victoria","Australia","1731.29","Small","1","(03) 9725 8822"
"Clinical Services","All Medical Centres","Knox Medical Centre Bayswater","649 Mountain Hwy, Bayswater VIC 3153","Bayswater","3153","Victoria","Australia","1731.55","Midsized","6","(03) 8727 5900"
"Clinical Services","All Medical Centres","Mentone General Practice","66 Balcombe Road, Mentone VIC 3194","Mentone","3175","Victoria","Australia","1731.63","Small","4","(03) 9583 6996"
"Clinical Services","All Medical Centres","Yarra Valley Clinic","223-225 Maroondah Highway, Healesville VIC 3777","Healesville","3777","Victoria","Australia","1731.71","Midsized","5","(03) 5962 4633"
"Clinical Services","All Medical Centres","Top Care Medical Centre","185 Stud Road, Wantirna VIC 3152","Wantirna South","3152","Victoria","Australia","1731.78","Small","2","(03) 8612 1678"
"Clinical Services","All Medical Centres","Wantirna South","185 Stud Road, Wantirna South VIC 3152","Wantirna South","3146","Victoria","Australia","1731.78","Midsized","5","(03) 9887 0339"
"Clinical Services","All Medical Centres","High Street Medical Bayswater","Shop 2, 2 High Street, Bayswater VIC 3153","Bayswater","3153","Victoria","Australia","1731.82","Small","3","(03) 9720 7311"
"Clinical Services","All Medical Centres","Healesville GP Clinic","377 Maroondah Highway, Healesville VIC 3777","Healesville","3777","Victoria","Australia","1731.85","Small","1","1300 130 381"
"Clinical Services","All Medical Centres","Healesville Medical Centre","34 Symons Street, Healesville VIC 3777","Healesville","3777","Victoria","Australia","1731.88","Small","2","(03) 5962 4379"
"Clinical Services","All Medical Centres","Get Well Clinic","408 Maroondah Hwy, Healesville VIC 3777","Healesville","3777","Victoria","Australia","1731.98","Midsized","6","(03) 5962 4030"
"Clinical Services","All Medical Centres","Medisurge Surgery","760 Ferntree Gully Road, Wheelers Hill VIC 3150","Wheelers Hill","3150","Victoria","Australia","1731.99","Small","2","(03) 9560 1522"
"Clinical Services","All Medical Centres","M3 Health Bayswater","Shop 28, Mountain High Shopping Centre, 7-13 High St, Bayswater VIC 3153","Bayswater","3153","Victoria","Australia","1732.0","Midsized","7","(03) 8820 0300"
"Clinical Services","All Medical Centres","All Medical","1309 High Street Road, Wantirna South VIC 3152","Wantirna South","3909","Victoria","Australia","1732.07","Small","3","(03) 9800 7400"
"Clinical Services","All Medical Centres","Knox Gardens Medical Centre","2 Fonteyn Drive, Wantirna South VIC 3152","Wantirna South","3152","Victoria","Australia","1732.08","Small","3","(03) 9801 3300"
"Clinical Services","All Medical Centres","Wantirna South","2 Fonteyn Drive, Wantirna South VIC 3152","Wantirna South","3152","Victoria","Australia","1732.08","Small","1",""
"Clinical Services","All Medical Centres","Mulgrave","372 Wellington Rd, Mulgrave VIC 3170","Mulgrave","3170","Victoria","Australia","1732.13","Small","1","(03) 9117 8282"
"Clinical Services","All Medical Centres","Professor Yoland Lim Health Care","Professor Yoland Lim Building, 309 Stud Road, Wantirna VIC 3152","Wantirna South","3152","Victoria","Australia","1732.16","Small","1","(03) 9887 0566"
"Clinical Services","All Medical Centres","Moorabbin Airport","Shop 17 288 Centre Dandenong Road, Moorabbin Airport VIC 3194","Moorabbin Airport","3175","Victoria","Australia","1732.25","Small","1","(03) 9828 7529"
"Clinical Services","All Medical Centres","Advanced Skin Cancer Centre","1 Wanda Street, Mulgrave VIC 3170","Mulgrave","3165","Victoria","Australia","1732.28","Small","2","(03) 8202 5959"
"Clinical Services","All Medical Centres","Valewood Clinic","1 Wanda Street, Mulgrave VIC 3170","Mulgrave","3165","Victoria","Australia","1732.28","Large","11","(03) 9560 6655"
"Clinical Services","All Medical Centres","Mulgrave","837 To 839 Springvale Road, Mulgrave VIC 3170","Mulgrave","3170","Victoria","Australia","1732.38","Midsized","5","(03) 9132 5111"
"Clinical Services","All Medical Centres","Mentone Medical Clinic","Shop 25, 171 Nepean Highway, Mentone VIC 3194","Mentone","3172","Victoria","Australia","1732.46","Midsized","5","(03) 9585 4863"
"Clinical Services","All Medical Centres","Wheelers Hill Clinic","847 Ferntree Gully Road, Wheelers Hill VIC 3150","Wheelers Hill","3150","Victoria","Australia","1732.47","Midsized","10","(03) 9561 3200"
"Clinical Services","All Medical Centres","Canterbury Garden Medical Centre","51 Blandford Crescent, Bayswater North VIC 3153","Bayswater North","3153","Victoria","Australia","1732.54","Small","1","(03) 9720 3199"
"Clinical Services","All Medical Centres","MedCentral Knox Medical Centre","Shop 1060, Westfield Knox Shopping Centre, 425 Burwood Highway, Wantirna South VIC 3152","Wantirna South","3152","Victoria","Australia","1732.59","Midsized","6","(03) 9887 2403"
"Clinical Services","All Medical Centres","Tyner Road Medical Centre","30 Tyner Road, Wantirna South VIC 3152","Wantirna South","3028","Victoria","Australia","1732.7","Midsized","6","(03) 9801 7411"
"Clinical Services","All Medical Centres","Lum Road Medical Clinic","6 Ondine Drive, Wheelers Hill VIC 3150","Wheelers Hill","3178","Victoria","Australia","1732.73","Small","2","(03) 9561 6102"
"Clinical Services","All Medical Centres","Jells Road Medical Clinic","183 Jells Road, Wheelers Hill VIC 3150","Wheelers Hill","3165","Victoria","Australia","1732.76","Small","3","(03) 9561 3999"
"Clinical Services","All Medical Centres","Doctors@Knox","Shop 1061 Westfield Knox, 425 Burwood Highway, Wantirna South VIC 3152","Wantirna South","3152","Victoria","Australia","1732.76","Small","1","(03) 9800 0399"
"Clinical Services","All Medical Centres","Access Medical Group","1 Rezes Street, Wantirna South VIC 3152","Wantirna South","3161","Victoria","Australia","1732.9","Midsized","7","(03) 9887 0211"
